ID,AGE,GENDER,DRIVING_EXPERIENCE,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,Vehicle t ype,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,,,air bag
337899,26-39,female,10-19y,middle class,0.711988805,0,before 2015,0,1,10238,,1,0,0,0,Sedan,40.698696,-73.93477,"(40.698696, -73.93477)",MELROSE STREET,,,0,0,0,0,0,0,0,0,Passing Too Closely,,,0
998522,26-39,female,10-19y,working class,0.435499178,1,before 2015,0,0,10238,14000,1,1,2,0,Sedan,40.784916,-73.84213,"(40.784916, -73.84213)",126 STREET,15 AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,,,1
595420,40-64,female,0-9y,working class,0.344871204,0,before 2015,0,1,10238,13000,0,0,0,1,Sedan,40.81706,-73.85072,"(40.81706, -73.85072)",,,530       OLMSTEAD AVENUE,0,0,0,0,0,0,0,0,Unsafe Speed,,,0
575122,40-64,female,10-19y,upper class,0.635212672,1,before 2015,1,1,32765,8000,1,0,0,0,Station Wagon/Sport Utility Vehicle,40.755363,-73.88723,"(40.755363, -73.88723)",80 STREET,NORTHERN BOULEVARD,,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,1
360802,40-64,female,0-9y,upper class,0.559612726,0,before 2015,0,1,10238,8000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.801968,-73.91393,"(40.801968, -73.91393)",,,753       EAST 134 STREET,0,0,0,0,0,0,0,0,Other Vehicular,,,1
304497,65+,male,30y+,upper class,0.600260671,1,before 2015,1,1,10238,10000,4,0,1,0,Station Wagon/Sport Utility Vehicle,40.767612,-73.950005,"(40.767612, -73.950005)",FDR DRIVE,,,0,0,0,0,0,0,0,0,Following Too Closely,,,0
156736,40-64,female,20-29y,middle class,0.43314078,1,after 2015,1,0,10238,14000,0,0,2,0,Sedan,40.851917,-73.85262,"(40.851917, -73.85262)",,,1894      WILLIAMSBRIDGE ROAD,0,0,0,0,0,0,0,0,Unspecified,,,1
861774,40-64,female,20-29y,upper class,0.760675848,1,before 2015,1,1,10238,9000,1,2,4,0,Sedan,40.705414,-73.78035,"(40.705414, -73.78035)",LIBERTY AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
757691,16-25,female,0-9y,poverty,0.301594648,1,before 2015,0,0,10238,15000,0,0,0,0,Sedan,40.788055,-73.94433,"(40.788055, -73.94433)",EAST 102 STREET,2 AVENUE,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,,,1
822394,26-39,male,10-19y,poverty,0.305731019,1,after 2015,0,1,32765,12000,2,2,0,0,Station Wagon/Sport Utility Vehicle,40.84907,-73.93916,"(40.84907, -73.93916)",CROSS BRONX EXPY,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,1
445677,40-64,male,10-19y,upper class,0.826054026,1,after 2015,1,1,10238,7000,0,1,6,0,Sedan,40.74634,-73.829185,"(40.74634, -73.829185)",57 ROAD,,,0,0,0,0,0,0,0,0,Backing Unsafely,,,0
775391,16-25,male,0-9y,working class,0.318457878,0,before 2015,1,1,10238,9000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.604206,-73.99146,"(40.604206, -73.99146)",82 STREET,BAY PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,,,1
691012,40-64,female,20-29y,upper class,0.627556507,1,after 2015,1,1,10238,8000,4,0,2,0,Bus,,,,WILLIAMSBURG BRIDGE OUTER ROADWA,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
899031,40-64,male,20-29y,upper class,0.626302285,1,before 2015,1,1,32765,8000,7,2,3,1,Station Wagon/Sport Utility Vehicle,40.701805,-73.74115,"(40.701805, -73.74115)",SPRINGFIELD BOULEVARD,COLFAX STREET,,0,0,0,0,0,0,0,0,Unspecified,,,1
467419,65+,female,10-19y,upper class,0.636154312,1,before 2015,1,1,10238,9000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.665348,-73.72986,"(40.665348, -73.72986)",SOUTH CONDUIT AVENUE,HOOK CREEK BOULEVARD,,2,0,0,0,0,0,2,0,Unspecified,,,0
417881,40-64,female,20-29y,upper class,0.690984892,0,before 2015,1,1,10238,11000,1,0,0,0,Station Wagon/Sport Utility Vehicle,40.588997,-73.81629,"(40.588997, -73.81629)",BEACH 91 STREET,BEACH CHANNEL DRIVE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
385269,40-64,female,20-29y,upper class,0.758835709,1,after 2015,0,1,92101,16000,4,0,1,0,Station Wagon/Sport Utility Vehicle,40.66004,-73.91509,"(40.66004, -73.91509)",SARATOGA AVENUE,RIVERDALE AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
542801,40-64,male,20-29y,upper class,0.537987099,1,after 2015,1,1,10238,11000,1,0,3,0,Bus,40.822712,-73.903145,"(40.822712, -73.903145)",TINTON AVENUE,EAST 163 STREET,,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,,,1
79380,26-39,female,0-9y,middle class,0.510119699,1,after 2015,1,1,10238,8000,0,0,0,0,Box Truck,40.69203,-73.94565,"(40.69203, -73.94565)",DE KALB AVENUE,TOMPKINS AVENUE,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,,,0
888614,65+,male,30y+,upper class,0.483732802,1,after 2015,1,1,10238,12000,3,3,8,0,Station Wagon/Sport Utility Vehicle,40.726437,-74.00566,"(40.726437, -74.00566)",VARICK STREET,,,0,0,0,0,0,0,0,0,Unspecified,,,1
886052,65+,female,20-29y,upper class,0.758415066,1,before 2015,0,1,10238,,4,0,1,0,Sedan,40.8666,-73.895454,"(40.8666, -73.895454)",EAST KINGSBRIDGE ROAD,,,2,0,0,0,0,0,2,0,Pavement Defective,,,0
55900,26-39,male,10-19y,middle class,0.575349438,1,after 2015,1,0,10238,12000,1,0,1,0,Station Wagon/Sport Utility Vehicle,40.64161,-73.93779,"(40.64161, -73.93779)",,,4112      AVENUE D,0,0,0,0,0,0,0,0,Alcohol Involvement,,,1
642001,26-39,female,10-19y,poverty,0.43039268,0,before 2015,0,1,10238,,0,0,1,1,Sedan,40.719997,-74.00913,"(40.719997, -74.00913)",,,56        NORTH MOORE STREET,0,0,0,0,0,0,0,0,Backing Unsafely,,,0
781094,40-64,male,20-29y,upper class,0.57758783,1,before 2015,1,1,10238,11000,4,0,4,0,Station Wagon/Sport Utility Vehicle,40.636845,-74.11833,"(40.636845, -74.11833)",,,778       HENDERSON AVENUE,0,0,0,0,0,0,0,0,Backing Unsafely,,,1
121160,26-39,male,0-9y,working class,0.371654755,0,before 2015,1,1,10238,,0,0,0,1,Sedan,,,,,,590       EGAN STREET,0,0,0,0,0,0,0,0,Unspecified,,,1
972043,16-25,male,0-9y,poverty,0.320823312,0,before 2015,0,0,10238,13000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.699955,-73.98682,"(40.699955, -73.98682)",SANDS STREET,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,0
76939,16-25,female,0-9y,working class,0.457725702,0,after 2015,1,0,10238,13000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.69816,-73.84672,"(40.69816, -73.84672)",85 AVENUE,102 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
839121,65+,female,10-19y,middle class,0.566472602,1,before 2015,1,1,10238,8000,1,0,2,0,Station Wagon/Sport Utility Vehicle,40.75899,-73.83454,"(40.75899, -73.83454)",39 AVENUE,,,0,0,0,0,0,0,0,0,Other Vehicular,,,1
45659,40-64,male,20-29y,middle class,0.451496575,0,after 2015,0,1,10238,12000,3,0,7,0,Trailer,,,,12 AVENUE,WEST 26 STREET,,1,0,0,0,0,0,1,0,Passing Too Closely,,,1
404518,26-39,female,10-19y,upper class,0.724728914,1,before 2015,1,1,10238,11000,3,0,2,0,Sedan,40.652714,-73.8906,"(40.652714, -73.8906)",COZINE AVENUE,MALTA STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
35051,26-39,female,0-9y,working class,0.242856647,1,before 2015,1,1,10238,11000,0,0,0,0,TRUCK,,,,BRONX RIVER PARKWAY RAMP,,,2,0,0,0,0,0,2,0,Unsafe Speed,,,1
74669,16-25,female,0-9y,middle class,0.57903571,1,after 2015,0,0,32765,14000,0,0,0,0,Sedan,40.712154,-73.99612,"(40.712154, -73.99612)",,,81        MADISON STREET,0,0,0,0,0,0,0,0,Driver Inexperience,,,1
690706,26-39,female,0-9y,upper class,0.503152122,1,before 2015,1,0,32765,9000,0,0,0,1,Sedan,40.664677,-73.84509,"(40.664677, -73.84509)",BELT PARKWAY,,,1,0,0,0,0,0,1,0,Unspecified,,,1
91353,40-64,female,20-29y,upper class,0.694402044,1,after 2015,0,1,10238,15000,1,0,1,0,Sedan,40.71736,-73.9064,"(40.71736, -73.9064)",59 DRIVE,60 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,0
344510,65+,male,30y+,upper class,0.548400663,1,before 2015,1,1,10238,13000,5,1,4,0,Station Wagon/Sport Utility Vehicle,,,,BEDFORD AVENUE,SHORE PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
712777,40-64,female,20-29y,upper class,0.685731574,1,before 2015,1,1,10238,12000,1,0,4,0,Sedan,40.60612,-73.96565,"(40.60612, -73.96565)",KINGS HIGHWAY,EAST 7 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,1
480812,26-39,female,10-19y,middle class,0.453573258,1,after 2015,1,1,10238,9000,1,0,2,0,Sedan,40.84444,-73.83559,"(40.84444, -73.83559)",WESTCHESTER AVENUE,MULFORD AVENUE,,2,0,0,0,0,0,2,0,View Obstructed/Limited,,,1
580705,16-25,male,0-9y,working class,0.399326871,0,before 2015,0,0,10238,15000,0,0,0,1,Sedan,40.87469,-73.8865,"(40.87469, -73.8865)",GRAND CONCOURSE,EAST 204 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,1
60966,65+,female,30y+,upper class,0.538985633,1,before 2015,1,1,10238,13000,1,1,6,0,Sedan,40.63826,-73.94243,"(40.63826, -73.94243)",,,1425      BROOKLYN AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,1
790331,16-25,female,0-9y,poverty,0.380999102,0,before 2015,0,1,10238,15000,0,0,0,1,Sedan,40.666935,-73.782715,"(40.666935, -73.782715)",BELT PARKWAY,,,4,0,0,0,0,0,4,0,Tire Failure/Inadequate,,,0
351926,26-39,female,10-19y,middle class,0.491286871,1,after 2015,1,1,32765,8000,4,0,1,0,Pick-up Truck,40.63032,-73.9213,"(40.63032, -73.9213)",FLATLANDS AVENUE,EAST 57 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,,,1
894285,26-39,female,10-19y,poverty,0.400254612,0,before 2015,0,0,10238,15000,0,0,0,1,Sedan,40.708424,-73.95791,"(40.708424, -73.95791)",MARCY AVENUE,BROADWAY,,0,0,0,0,0,0,0,0,Turning Improperly,,,1
202364,65+,male,30y+,upper class,0.588346652,0,before 2015,1,1,32765,10000,12,2,5,0,Station Wagon/Sport Utility Vehicle,,,,BARTOW CIRCLE,SHORE ROAD,,0,0,0,0,0,0,0,0,Unsafe Speed,,,1
822628,40-64,female,20-29y,upper class,0.656726147,1,after 2015,1,1,32765,5000,3,1,1,0,Sedan,40.748825,-73.96984,"(40.748825, -73.96984)",1 AVENUE,EAST 42 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,1
992200,16-25,female,0-9y,poverty,0.461811415,1,before 2015,1,0,32765,14000,0,0,0,1,Taxi,40.72135,-74.00465,"(40.72135, -74.00465)",CANAL STREET,WEST BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,0
665497,40-64,male,20-29y,middle class,0.530591691,1,before 2015,0,1,10238,16000,3,1,0,0,Sedan,40.867256,-73.92935,"(40.867256, -73.92935)",DYCKMAN STREET,,,0,0,0,0,0,0,0,0,Backing Unsafely,,,1
217280,16-25,female,0-9y,poverty,0.418872253,1,before 2015,0,1,10238,12000,0,0,0,0,Bike,40.665375,-73.934235,"(40.665375, -73.934235)",CROWN STREET,,,0,0,0,0,0,0,0,0,Unspecified,,,1
308554,65+,male,0-9y,upper class,0.558685273,1,after 2015,1,1,32765,10000,0,0,0,0,,40.74118,-73.88663,"(40.74118, -73.88663)",45 AVENUE,78 STREET,,2,0,0,0,2,0,0,0,Unspecified,,,0
255531,40-64,male,10-19y,middle class,0.571288549,0,after 2015,0,0,10238,15000,2,0,0,0,Station Wagon/Sport Utility Vehicle,40.677338,-73.927536,"(40.677338, -73.927536)",ATLANTIC AVENUE,ROCHESTER AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,1
304702,26-39,female,10-19y,middle class,0.504014087,0,before 2015,0,0,10238,15000,0,0,2,0,Station Wagon/Sport Utility Vehicle,40.70021,-73.953896,"(40.70021, -73.953896)",LEE AVENUE,LORIMER STREET,,0,0,0,0,0,0,0,0,Following Too Closely,,,1
311065,40-64,female,20-29y,upper class,0.624313441,0,before 2015,1,1,10238,11000,2,2,1,0,Station Wagon/Sport Utility Vehicle,40.6742,-73.999985,"(40.6742, -73.999985)",BROOKLYN QUEENS EXPRESSWAY,,,1,0,0,0,0,0,1,0,Unspecified,,,1
763039,26-39,male,10-19y,upper class,0.59805409,0,before 2015,0,1,10238,13000,0,0,3,0,Pick-up Truck,40.635807,-73.95832,"(40.635807, -73.95832)",,,1096      OCEAN AVENUE,1,0,0,0,0,0,1,0,Unspecified,,,1
479299,26-39,female,0-9y,middle class,0.516846504,0,before 2015,0,0,10238,9000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.68693,-73.95089,"(40.68693, -73.95089)",QUINCY STREET,,,0,0,0,0,0,0,0,0,Driver Inexperience,,,1
179805,65+,female,30y+,upper class,0.631807266,1,after 2015,0,1,10238,11000,1,2,3,0,Station Wagon/Sport Utility Vehicle,40.824432,-73.873604,"(40.824432, -73.873604)",BRUCKNER BOULEVARD,MORRISON AVENUE,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,,,0
959813,26-39,male,10-19y,middle class,,1,before 2015,0,0,32765,9000,2,0,0,0,Sedan,40.810173,-73.937416,"(40.810173, -73.937416)",EAST 132 STREET,MADISON AVENUE,,3,0,0,0,0,0,3,0,Following Too Closely,,,1
492930,26-39,male,0-9y,working class,,1,before 2015,0,1,10238,16000,0,0,0,1,Sedan,40.715706,-73.81023,"(40.715706, -73.81023)",GRAND CENTRAL PARKWAY,150 STREET,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,,,1
45776,16-25,female,0-9y,poverty,0.455629081,1,after 2015,0,0,10238,17000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.66643,-73.815384,"(40.66643, -73.815384)",NORTH CONDUIT AVENUE,125 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,0
421070,16-25,female,0-9y,working class,0.52904809,1,before 2015,0,0,10238,16000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.61015,-74.14697,"(40.61015, -74.14697)",VICTORY BOULEVARD,WILLOWBROOK ROAD,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,1
363045,26-39,male,10-19y,middle class,,0,before 2015,0,1,10238,11000,4,0,1,0,Sedan,40.86446,-73.91895,"(40.86446, -73.91895)",WEST 207 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,,,1
64193,40-64,female,0-9y,working class,0.42404678,1,before 2015,0,1,92101,,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.850822,-73.90147,"(40.850822, -73.90147)",EAST BURNSIDE AVENUE,RYER AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,,,1
606552,16-25,female,0-9y,middle class,,1,before 2015,0,0,32765,10000,0,0,0,1,Sedan,40.723885,-73.73385,"(40.723885, -73.73385)",222 STREET,FAIRBURY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,1
948789,26-39,male,0-9y,upper class,,1,before 2015,1,1,32765,,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.689297,-73.87406,"(40.689297, -73.87406)",CRESCENT STREET,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,1
566773,65+,male,20-29y,upper class,0.843113837,1,after 2015,1,1,10238,10000,1,1,3,0,Box Truck,40.59036,-73.96531,"(40.59036, -73.96531)",OCEAN COURT,OCEAN PARKWAY,,1,0,1,0,0,0,0,0,Unspecified,,,0
672638,65+,female,30y+,upper class,0.738924453,1,after 2015,1,0,10238,12000,1,0,0,0,Sedan,40.678543,-73.949684,"(40.678543, -73.949684)",ATLANTIC AVENUE,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,,,1
291792,16-25,female,0-9y,poverty,0.32715575,1,before 2015,0,0,32765,15000,0,0,0,1,Sedan,40.66462,-73.75292,"(40.66462, -73.75292)",225 STREET,144 AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,,,1
329777,40-64,female,0-9y,middle class,,0,after 2015,0,0,10238,19000,0,0,0,1,Sedan,40.826527,-73.874886,"(40.826527, -73.874886)",WATSON AVENUE,STRATFORD AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,1
74180,40-64,male,20-29y,upper class,0.639538311,1,after 2015,0,0,21217,16000,2,0,3,1,Station Wagon/Sport Utility Vehicle,40.634483,-73.91886,"(40.634483, -73.91886)",RALPH AVENUE,,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,,,0
899767,65+,male,30y+,upper class,0.523605145,1,after 2015,1,0,10238,11000,7,1,6,0,Station Wagon/Sport Utility Vehicle,40.77816,-73.7777,"(40.77816, -73.7777)",212 STREET,26 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,1
684728,40-64,male,20-29y,middle class,0.586909075,1,before 2015,1,1,32765,8000,7,0,6,0,Station Wagon/Sport Utility Vehicle,40.759468,-73.96164,"(40.759468, -73.96164)",,,400       EAST 59 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
384360,16-25,male,0-9y,poverty,0.398948765,0,before 2015,0,0,10238,11000,0,0,0,1,Taxi,40.684685,-73.98114,"(40.684685, -73.98114)",PACIFIC STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
403864,26-39,male,10-19y,middle class,0.502339053,1,before 2015,0,1,32765,11000,5,1,1,0,Station Wagon/Sport Utility Vehicle,40.7591,-73.99215,"(40.7591, -73.99215)",WEST 43 STREET,9 AVENUE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,1
736693,65+,female,30y+,upper class,0.604141671,0,before 2015,1,1,10238,9000,3,1,2,0,Station Wagon/Sport Utility Vehicle,40.60589,-74.07427,"(40.60589, -74.07427)",STATEN ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,0
887772,65+,male,10-19y,upper class,0.608941057,1,before 2015,1,0,32765,11000,3,0,0,0,Box Truck,40.74355,-73.958405,"(40.74355, -73.958405)",50 AVENUE,2 STREET,,0,0,0,0,0,0,0,0,View Obstructed/Limited,,,1
921054,16-25,female,0-9y,poverty,0.271026133,1,before 2015,0,1,10238,10000,0,0,0,0,Van,40.846077,-73.93848,"(40.846077, -73.93848)",,,4138      BROADWAY,0,0,0,0,0,0,0,0,Unspecified,,,1
2698,40-64,male,20-29y,upper class,0.522768025,1,before 2015,0,1,32765,7000,11,0,2,1,Taxi,40.845104,-73.91494,"(40.845104, -73.91494)",CROSS BRONX EXPY,,,0,0,0,0,0,0,0,0,Unspecified,,,1
99879,65+,female,20-29y,upper class,0.590965871,1,after 2015,0,1,32765,10000,4,1,1,0,Station Wagon/Sport Utility Vehicle,40.841984,-73.8577,"(40.841984, -73.8577)",,,2155      EAST TREMONT AVENUE,0,0,0,0,0,0,0,0,Other Vehicular,,,0
649374,65+,male,20-29y,upper class,0.52747398,1,after 2015,1,1,10238,9000,5,0,4,0,Sedan,40.69365,-73.98333,"(40.69365, -73.98333)",MYRTLE AVENUE,FLATBUSH AVENUE EXTENSION,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,1
832552,16-25,female,0-9y,poverty,0.397514988,0,before 2015,0,1,32765,10000,0,0,0,1,Concrete Mixer,40.710606,-73.95108,"(40.710606, -73.95108)",,,341       UNION AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,,,1
596657,65+,male,30y+,upper class,0.524332336,0,before 2015,0,1,10238,,6,0,2,0,Sedan,40.605164,-73.75485,"(40.605164, -73.75485)",,,21-40     MOTT AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
146433,16-25,female,0-9y,working class,0.518880669,1,after 2015,0,0,10238,18000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.70753,-73.96443,"(40.70753, -73.96443)",DIVISION AVENUE,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,0
934143,26-39,male,10-19y,upper class,0.544645626,1,after 2015,1,0,10238,9000,1,1,1,0,Pick-up Truck,,,,EAST BEDFORD PARK BOULEVARD,,,1,0,0,0,0,0,1,0,Brakes Defective,,,1
959153,26-39,female,0-9y,poverty,0.355499538,1,before 2015,0,1,10238,11000,0,0,0,1,Sedan,40.66561,-73.73568,"(40.66561, -73.73568)",FRANCIS LEWIS BOULEVARD,SUNRISE HIGHWAY,,0,0,0,0,0,0,0,0,Following Too Closely,,,1
669308,40-64,female,20-29y,middle class,0.474382137,0,before 2015,0,1,32765,12000,1,0,0,0,Station Wagon/Sport Utility Vehicle,40.6465,-73.926895,"(40.6465, -73.926895)",BEVERLEY ROAD,EAST 53 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
41657,40-64,female,20-29y,middle class,0.544583641,0,before 2015,0,1,10238,13000,0,1,2,0,Sedan,40.825912,-73.83647,"(40.825912, -73.83647)",HUTCHINSON RIVER PARKWAY,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,0
696528,16-25,male,0-9y,poverty,0.164511102,0,before 2015,1,1,10238,11000,0,0,0,1,Sedan,40.707523,-73.96115,"(40.707523, -73.96115)",ROEBLING STREET,,,2,0,2,0,0,0,0,0,Driver Inattention/Distraction,,,1
884887,40-64,male,20-29y,upper class,0.576128356,1,before 2015,0,0,10238,20000,0,1,1,0,Sedan,40.653282,-73.743324,"(40.653282, -73.743324)",241 STREET,148 DRIVE,,0,0,0,0,0,0,0,0,Unspecified,,,1
804887,26-39,male,10-19y,working class,0.273176765,1,after 2015,1,0,92101,12000,2,0,0,1,Sedan,40.679787,-73.93844,"(40.679787, -73.93844)",FULTON STREET,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
688717,26-39,female,10-19y,middle class,0.280076736,1,before 2015,0,1,10238,10000,0,0,0,0,Sedan,40.87831,-73.870155,"(40.87831, -73.870155)",EAST GUN HILL ROAD,BRONX RIVER PARKWAY,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
689861,26-39,female,10-19y,poverty,0.356751909,1,before 2015,1,1,10238,12000,1,0,0,0,Sedan,40.678726,-73.91906,"(40.678726, -73.91906)",HOWARD AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,0
267932,26-39,male,10-19y,middle class,0.501376131,0,before 2015,1,1,10238,14000,3,1,2,0,Station Wagon/Sport Utility Vehicle,40.81829,-73.90352,"(40.81829, -73.90352)",,,776       UNION AVENUE,2,0,0,0,0,0,2,0,Unspecified,,,1
933994,26-39,female,10-19y,poverty,0.214813162,0,before 2015,0,1,32765,11000,0,0,0,1,Sedan,40.853462,-73.88939,"(40.853462, -73.88939)",ARTHUR AVENUE,EAST 184 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
400335,40-64,female,10-19y,upper class,0.679857062,1,before 2015,1,0,10238,13000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.823635,-73.93095,"(40.823635, -73.93095)",MAJOR DEEGAN EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unspecified,,,1
897299,26-39,male,0-9y,working class,0.44647632,1,after 2015,0,1,10238,15000,0,0,0,0,Sedan,40.820004,-73.95888,"(40.820004, -73.95888)",WEST 133 STREET,12 AVENUE,,0,0,0,0,0,0,0,0,Fell Asleep,,,0
945062,65+,male,30y+,upper class,0.644225142,1,after 2015,0,1,10238,13000,8,0,3,0,Station Wagon/Sport Utility Vehicle,40.69874,-73.89305,"(40.69874, -73.89305)",62 STREET,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
882741,40-64,male,0-9y,poverty,0.293018496,0,before 2015,0,1,10238,13000,0,0,0,1,Lift Boom,40.75736,-73.98798,"(40.75736, -73.98798)",,,255       WEST 43 STREET,0,0,0,0,0,0,0,0,Unspecified,,,0
278037,26-39,female,10-19y,upper class,0.659592618,0,before 2015,1,1,10238,,0,0,0,0,Ambulance,40.577545,-73.99789,"(40.577545, -73.99789)",WEST 31 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
30215,16-25,female,0-9y,poverty,0.354326542,0,before 2015,0,0,10238,12000,0,0,0,1,Sedan,40.84084,-73.901566,"(40.84084, -73.901566)",,,1647      WASHINGTON AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,0
705108,16-25,male,0-9y,poverty,0.350644008,1,before 2015,1,0,10238,12000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.645874,-73.892845,"(40.645874, -73.892845)",AVENUE J,EAST 105 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
525251,40-64,male,0-9y,middle class,0.586344861,1,before 2015,1,1,10238,8000,0,0,0,1,Sedan,40.7244,-73.84981,"(40.7244, -73.84981)",QUEENS BOULEVARD,68 DRIVE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
518999,65+,male,30y+,middle class,0.518764641,1,before 2015,0,1,10238,16000,6,1,3,0,Sedan,40.677174,-73.924774,"(40.677174, -73.924774)",ATLANTIC AVENUE,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,,,1
968846,26-39,female,10-19y,working class,0.467247834,0,before 2015,0,1,32765,10000,1,0,1,1,Sedan,40.63497,-73.9189,"(40.63497, -73.9189)",,,1723      RALPH AVENUE,1,0,0,0,0,0,1,0,Unspecified,,,0
331139,65+,female,10-19y,upper class,0.560867815,1,before 2015,1,0,10238,15000,0,0,0,0,Bus,,,,VERRAZANO BRIDGE,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,,,1
779997,26-39,female,0-9y,working class,0.32369816,1,before 2015,1,0,32765,11000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.64188,-73.894684,"(40.64188, -73.894684)",EAST 100 STREET,AVENUE K,,2,0,0,0,0,0,2,0,Unsafe Speed,,,0
516021,16-25,male,0-9y,working class,,1,before 2015,1,1,32765,11000,0,0,0,1,Sedan,40.82982,-73.940575,"(40.82982, -73.940575)",,,89        SAINT NICHOLAS PLACE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,1
